GEMS_Station_Number,Sample_Date,Sample_Time,Depth,Parameter_Code,Analysis_Method_Code,Value,Unit,Data_Quality
DEU01642,7/9/2013,6:55,0,ALACHLOR,0,0.0003,µg/l,Fair
DEU01642,7/9/2013,6:55,0,METAPHOS,0,0.1,µg/l,Fair
DEU01642,7/9/2013,6:55,0,ENDOSULFAN,0,0.0009,µg/l,Fair
DEU01642,7/9/2013,6:55,0,DCMU,0,0.019,µg/l,Fair
DEU01642,7/9/2013,6:55,0,LINURON,0,0.01,µg/l,Fair
DEU01642,7/9/2013,6:55,0,SIMAZINE,0,0.01,µg/l,Fair
DEU01642,7/9/2013,6:55,0,BZKFLA,0,0.003,µg/l,Fair
DEU01642,7/9/2013,6:55,0,BAP,0,0.003,µg/l,Fair
DEU01642,7/9/2013,6:55,0,ANTHRACENE,0,0.003,µg/l,Fair
DEU01642,7/9/2013,6:55,0,PHNH,0,0.003,µg/l,Fair
DEU01642,7/9/2013,6:55,0,DICHLORVOS,0,0.005,µg/l,Fair
DEU01642,7/9/2013,6:55,0,GUTHION,0,0.002,µg/l,Fair
DEU01642,7/9/2013,6:55,0,NICOSULFURON,0,0.005,µg/l,Fair
DEU01642,8/6/2013,7:10,0,DICHLORVOS,0,0.005,µg/l,Fair
DEU01642,8/6/2013,7:10,0,ANTHRACENE,0,0.003,µg/l,Fair
DEU01642,8/6/2013,7:10,0,NPTH,0,0.006,µg/l,Fair
DEU01642,8/6/2013,7:10,0,MCPPACID,0,0.001,µg/l,Fair
DEU01642,8/6/2013,7:10,0,DCMU,0,0.03,µg/l,Fair
DEU01642,8/6/2013,6:35,40,O2-Dis,0,8.88,mg/l,Fair
DEU01642,8/6/2013,6:35,40,TEMP,0,8.7,°C,Fair
DEU01642,8/6/2013,6:35,25,SO4-Tot,0,45.7,mg/l,Fair
DEU01642,8/6/2013,6:35,25,TP,0,0.021,mg/l,Fair
DEU01642,8/6/2013,6:35,25,NH4N,0,0.036,mg/l,Fair
DEU01642,8/6/2013,6:35,0,TRP,0,0.01,mg/l,Fair
DEU01642,9/3/2013,6:35,25,pH,0,7.44,---,Fair
DEU01642,9/3/2013,6:35,40,NH4N,0,0.022,mg/l,Fair
DEU01642,9/3/2013,6:35,0,TP,0,0.01,mg/l,Fair
DEU01642,9/3/2013,7:05,0,PECBZ,0,0.001,µg/l,Fair
DEU01642,9/3/2013,7:05,0,ATRAZINE,0,0.01,µg/l,Fair
DEU01642,9/3/2013,7:05,0,BAP,0,0.003,µg/l,Fair
DEU01642,9/3/2013,7:05,0,DICHLORVOS,0,0.005,µg/l,Fair
DEU01642,10/8/2013,6:40,25,Cl-Tot,0,44.1,mg/l,Fair
DEU01642,10/8/2013,6:40,25,pH,0,7.05,---,Fair
DEU01642,10/8/2013,6:40,40,pH,0,7.02,---,Fair
DEU01642,10/8/2013,6:40,40,NO3N,0,5.95,mg/l,Fair
DEU01642,10/8/2013,6:40,0,TN,0,5.7,mg/l,Fair
DEU01642,10/8/2013,6:40,0,pH,0,7.33,---,Fair
DEU01642,10/8/2013,6:40,0,NH4N,0,0.027,mg/l,Fair
DEU01642,10/8/2013,6:40,0,TRP,0,0.01,mg/l,Fair
DEU01642,10/8/2013,6:40,0,MECL,0,0.025,µg/l,Fair
DEU01642,10/8/2013,6:40,0,CCl4,0,0.005,µg/l,Fair
DEU01642,10/8/2013,6:40,0,PCE,0,0.005,µg/l,Fair
DEU01642,10/8/2013,6:40,0,METAPHOS,0,0.1,µg/l,Fair
DEU01642,10/8/2013,6:40,0,ENDOSULFAN,0,0.0009,µg/l,Fair
DEU01642,10/8/2013,6:40,0,DCMU,0,0.011,µg/l,Fair
DEU01642,10/8/2013,6:40,0,ATRAZINE,0,0.01,µg/l,Fair
DEU01642,10/8/2013,6:40,0,METOLACHOR,0,0.01,µg/l,Fair
DEU01642,10/8/2013,6:40,0,BZGHIPYL,0,0.0006,µg/l,Fair
DEU01642,10/8/2013,6:40,0,DICHLORVOS,0,0.005,µg/l,Fair
DEU01642,10/8/2013,6:40,0,BHC,0,0.00019,µg/l,Fair
DEU01642,12/2/2013,8:30,0,TP,0,0.0443,mg/l,Fair
DEU01642,12/2/2013,8:30,0,TRP,0,0.025,mg/l,Fair
DEU01642,12/2/2013,8:30,0,SO4-Tot,0,46.8,mg/l,Fair
DEU01642,12/2/2013,8:30,0,Cl-Tot,0,44.4,mg/l,Fair
DEU01642,1/5/2014,23:00,0,NH4N,0,0.015,mg/l,Fair
DEU01642,1/5/2014,23:00,0,TN,0,4.8,mg/l,Fair
DEU01642,1/5/2014,23:00,0,pH,0,7.57,---,Fair
DEU01642,2/9/2014,23:00,0,pH,0,7.52,---,Fair
DEU01642,2/9/2014,23:00,0,TP,0,0.0435,mg/l,Fair
DEU01642,4/7/2014,22:00,25,SO4-Tot,0,53.9,mg/l,Fair
DEU01642,4/7/2014,22:00,0,TP,0,0.0109,mg/l,Fair
DEU01642,4/7/2014,22:00,0,Cl-Tot,0,48.8,mg/l,Fair
DEU01642,4/7/2014,22:00,40,TP,0,0.0425,mg/l,Fair
DEU01642,5/5/2014,22:00,25,TEMP,0,5.4,°C,Fair
DEU01642,5/5/2014,22:00,25,TN,0,5,mg/l,Fair
DEU01642,5/5/2014,22:00,25,TP,0,0.042,mg/l,Fair
DEU01642,5/5/2014,22:00,40,TEMP,0,4.8,°C,Fair
DEU01642,5/5/2014,22:00,40,NO3N,0,4.7,mg/l,Fair
DEU01642,5/5/2014,22:00,40,TRP,0,0.037,mg/l,Fair
DEU01642,5/5/2014,22:00,0,TRP,0,0.01,mg/l,Fair
DEU01642,5/5/2014,22:00,0,TP,0,0.027,mg/l,Fair
DEU01642,6/2/2014,22:00,40,NO3N,0,4.59,mg/l,Fair
DEU01642,6/2/2014,22:00,40,O2-Dis,0,12.3,mg/l,Fair
DEU01642,6/2/2014,22:00,25,NO3N,0,4.6,mg/l,Fair
DEU01642,6/2/2014,22:00,25,pH,0,8.17,---,Fair
DEU01642,6/2/2014,22:00,25,NH4N,0,0.015,mg/l,Fair
DEU01642,6/2/2014,22:00,0,NO3N,0,4.11,mg/l,Fair
DEU01642,6/2/2014,22:00,0,TP,0,0.0181,mg/l,Fair
DEU01642,6/2/2014,22:00,0,TRP,0,0.01,mg/l,Fair
DEU01642,7/7/2014,22:00,0,Cl-Tot,0,49.9,mg/l,Fair
DEU01642,7/7/2014,22:00,0,TRP,0,0.01,mg/l,Fair
DEU01642,7/7/2014,22:00,0,NH4N,0,0.118,mg/l,Fair
DEU01642,7/7/2014,22:00,0,TN,0,4.5,mg/l,Fair
DEU01642,7/7/2014,22:00,40,TN,0,5.1,mg/l,Fair
DEU01642,8/4/2014,22:00,0,SO4-Tot,0,63.7,mg/l,Fair
DEU01642,8/4/2014,22:00,0,pH,0,9.23,---,Fair
DEU01642,8/4/2014,22:00,40,SO4-Tot,0,59.1,mg/l,Fair
DEU01642,8/4/2014,22:00,40,NH4N,0,0.02,mg/l,Fair
DEU01642,8/4/2014,22:00,25,TP,0,0.0127,mg/l,Fair
DEU01642,9/1/2014,22:00,25,SO4-Tot,0,53.6,mg/l,Fair
DEU01642,9/1/2014,22:00,40,NO3N,0,4.45,mg/l,Fair
DEU01642,9/1/2014,22:00,0,O2-Dis,0,8.47,mg/l,Fair
DEU01642,9/1/2014,22:00,0,NH4N,0,0.038,mg/l,Fair
DEU01642,9/1/2014,22:00,0,pH,0,8.57,---,Fair
DEU01642,9/1/2014,22:00,0,NO3N,0,3.64,mg/l,Fair
DEU01642,10/6/2014,22:00,40,TRP,0,0.01,mg/l,Fair
DEU01642,10/6/2014,22:00,40,NH4N,0,0.015,mg/l,Fair
DEU01642,10/6/2014,22:00,40,SO4-Tot,0,56.7,mg/l,Fair
DEU01642,11/3/2014,23:00,0,O2-Dis,0,6.39,mg/l,Fair
DEU01642,11/3/2014,23:00,0,NH4N,0,0.021,mg/l,Fair
DEU01642,1/6/2015,9:35,0,TRP,0,0.036,mg/l,Fair
DEU01642,2/2/2015,8:25,0,TRP,0,0.045,mg/l,Fair
DEU01642,2/2/2015,8:25,0,pH,0,7.72,---,Fair
DEU01642,3/10/2015,7:47,0,TP,0,0.0554,mg/l,Fair
DEU01642,3/10/2015,7:47,0,TRP,0,0.044,mg/l,Fair
DEU01642,4/22/2015,22:00,0,TRP,0,0.011,mg/l,Fair
DEU01642,4/22/2015,22:00,0,pH,0,9.61,---,Fair
DEU01642,4/22/2015,22:00,40,NH4N,0,0.028,mg/l,Fair
DEU01642,4/22/2015,22:00,25,Ag-Tot,0,0.014,µg/l,Fair
DEU01642,4/22/2015,22:00,25,Cd-Tot,0,0.091,µg/l,Fair
DEU01642,4/22/2015,22:00,25,Hg-Tot,0,0.02,µg/l,Fair
DEU01642,4/22/2015,22:00,25,Ni-Tot,0,0.00509,mg/l,Fair
DEU01642,4/22/2015,22:00,25,Ni-Dis,0,0.00508,mg/l,Fair
DEU01642,4/22/2015,22:00,25,TP,0,0.0491,mg/l,Fair
DEU01642,4/22/2015,22:00,25,SIMAZINE,0,0.01,µg/l,Fair
DEU01642,4/22/2015,22:00,25,METOLACHOR,0,0.01,µg/l,Fair
DEU01642,4/22/2015,22:00,25,NPTH,0,0.006,µg/l,Fair
DEU01642,4/22/2015,22:00,25,PHNH,0,0.003,µg/l,Fair
DEU01642,4/22/2015,22:00,25,4NNPHLBRA,0,0.3,µg/l,Fair
DEU01642,5/4/2015,6:35,0,TRP,0,0.014,mg/l,Fair
DEU01642,5/4/2015,6:35,0,TEMP,0,13.3,°C,Fair
DEU01642,5/4/2015,6:35,0,TP,0,0.0241,mg/l,Fair
DEU01642,5/4/2015,6:35,25,Hg-Dis,0,0.02,µg/l,Fair
DEU01642,5/4/2015,6:35,25,NH4N,0,0.077,mg/l,Fair
DEU01642,5/4/2015,6:35,25,TOC,0,8.6,mg/l,Fair
DEU01642,5/4/2015,6:35,25,AMETRYN,0,0.01,µg/l,Fair
DEU01642,5/4/2015,6:35,25,NPTH,0,0.006,µg/l,Fair
DEU01642,5/4/2015,6:35,25,ANTHRACENE,0,0.003,µg/l,Fair
DEU01642,5/4/2015,6:35,25,DIFLUFENICAN,0,0.005,µg/l,Fair
DEU01642,6/2/2015,6:15,0,NH4N,0,0.025,mg/l,Fair
DEU01642,6/2/2015,6:15,0,TP,0,0.0185,mg/l,Fair
DEU01642,6/2/2015,6:15,0,SO4-Tot,0,67.7,mg/l,Fair
DEU01642,6/2/2015,6:15,40,NO3N,0,4.44,mg/l,Fair
DEU01642,6/2/2015,6:15,40,TRP,0,0.049,mg/l,Fair
DEU01642,6/2/2015,6:15,25,Pb-Dis,0,0.0005,mg/l,Fair
DEU01642,6/2/2015,6:15,25,Cd-Tot,0,0.107,µg/l,Fair
DEU01642,6/2/2015,6:15,25,Cd-Dis,0,0.096,µg/l,Fair
DEU01642,6/2/2015,6:15,25,Fe-Tot,0,0.019,mg/l,Fair
DEU01642,6/2/2015,6:15,25,NH4N,0,0.049,mg/l,Fair
DEU01642,6/2/2015,6:15,25,ATRAZINE,0,0.01,µg/l,Fair
DEU01642,6/2/2015,6:15,25,TERBUTRYN,0,0.01,µg/l,Fair
DEU01642,6/2/2015,6:15,25,AMETRYN,0,0.01,µg/l,Fair
DEU01642,6/2/2015,6:15,25,FLAH,0,0.003,µg/l,Fair
DEU01642,6/2/2015,6:15,25,DICHLORVOS,0,0.003,µg/l,Fair
DEU01642,7/7/2015,6:15,0,TP,0,0.0147,mg/l,Fair
DEU01642,7/7/2015,6:15,0,TEMP,0,24.4,°C,Fair
DEU01642,7/7/2015,6:15,0,TN,0,5.3,mg/l,Fair
DEU01642,7/7/2015,6:15,40,TRP,0,0.049,mg/l,Fair
DEU01642,7/7/2015,6:15,25,Tl-Tot,0,0.0001,mg/l,Fair
DEU01642,7/7/2015,6:15,25,NO2N,0,0.04,mg/l,Fair
DEU01642,7/7/2015,6:15,25,SIMAZINE,0,0.01,µg/l,Fair
DEU01642,7/7/2015,6:15,25,TERBUTHYLAZINE,0,0.018,µg/l,Fair
DEU01642,7/7/2015,6:15,25,BZBFLA,0,0.003,µg/l,Fair
DEU01642,7/7/2015,6:15,25,BZKFLA,0,0.003,µg/l,Fair
DEU01642,7/7/2015,6:15,25,NPTH,0,0.0069,µg/l,Fair
DEU01642,7/7/2015,6:15,25,BZGHIPYL,0,0.0006,µg/l,Fair
DEU01642,7/7/2015,6:15,25,TRIFLURALIN,0,0.01,µg/l,Fair
DEU01642,8/4/2015,6:15,0,SO4-Tot,0,72.5,mg/l,Fair
DEU01642,8/4/2015,6:15,0,TRP,0,0.01,mg/l,Fair
DEU01642,8/4/2015,6:15,0,TEMP,0,22.5,°C,Fair
DEU01642,8/4/2015,6:15,40,TEMP,0,5.1,°C,Fair
DEU01642,8/4/2015,6:15,40,NH4N,0,0.031,mg/l,Fair
DEU01642,8/4/2015,6:15,25,Fe-Tot,0,0.017,mg/l,Fair
DEU01642,8/4/2015,6:15,25,ATRAZINE,0,0.01,µg/l,Fair
DEU01642,8/4/2015,6:15,25,TERBUTHYLAZINE,0,0.012,µg/l,Fair
DEU01642,8/4/2015,6:15,25,ANTHRACENE,0,0.003,µg/l,Fair
DEU01642,9/2/2015,6:20,0,TRP,0,0.01,mg/l,Fair
DEU01642,9/2/2015,6:20,0,NO3N,0,4.28,mg/l,Fair
DEU01642,9/2/2015,6:20,25,BAP,0,0.003,µg/l,Fair
DEU01642,9/2/2015,6:20,25,METRIBUZIN,0,0.05,µg/l,Fair
DEU01642,9/2/2015,6:20,25,ATRAZINE,0,0.01,µg/l,Fair
DEU01642,9/2/2015,6:20,25,DCMU,0,0.01,µg/l,Fair
DEU01642,9/2/2015,6:20,25,TRP,0,0.01,mg/l,Fair
DEU01642,9/2/2015,6:20,25,NO2N,0,0.038,mg/l,Fair
DEU01642,9/2/2015,6:20,25,Se-Dis,0,0.000187,mg/l,Fair
DEU01642,9/2/2015,6:20,25,Hg-Tot,0,0.02,µg/l,Fair
DEU01642,9/2/2015,6:20,25,Tl-Tot,0,0.0001,mg/l,Fair
DEU01642,10/5/2015,22:00,0,pH,0,8.14,---,Fair
DEU01642,10/5/2015,22:00,0,Cl-Tot,0,70,mg/l,Fair
DEU01642,10/5/2015,22:00,40,O2-Dis,0,6.97,mg/l,Fair
DEU01642,10/5/2015,22:00,25,ANTHRACENE,0,0.003,µg/l,Fair
DEU01642,10/5/2015,22:00,25,DCMU,0,0.01,µg/l,Fair
DEU01642,10/5/2015,22:00,25,TP,0,0.0141,mg/l,Fair
DEU01642,10/5/2015,22:00,25,Ni-Tot,0,0.00593,mg/l,Fair
DEU01642,10/5/2015,22:00,25,Ag-Tot,0,0.005,µg/l,Fair
DEU01642,10/5/2015,22:00,25,Pb-Dis,0,0.0005,mg/l,Fair
DEU01642,10/5/2015,22:00,25,TRP,0,0.01,mg/l,Fair
DEU01642,11/3/2015,9:35,0,NO3N,0,4.5,mg/l,Fair
DEU01642,11/3/2015,9:35,0,NH4N,0,0.01,mg/l,Fair
DEU01642,12/2/2015,9:00,0,TN,0,4.9,mg/l,Fair
DEU01642,1/10/2016,23:00,0,Cl-Tot,0,69.5,mg/l,Fair
DEU01642,1/10/2016,23:00,0,pH,0,7.56,---,Fair
DEU01642,3/1/2016,23:00,0,SO4-Tot,0,79.5,mg/l,Fair
DEU01642,3/1/2016,23:00,0,O2-Dis,0,12.6,mg/l,Fair
DEU01642,3/1/2016,23:00,0,NO3N,0,4.82,mg/l,Fair
DEU01642,4/11/2016,22:00,22,NPTH,0,0.002,µg/l,Fair
DEU01642,4/11/2016,22:00,22,BENZENE,0,0.3,µg/l,Fair
DEU01642,4/11/2016,22:00,22,EDC,0,0.025,µg/l,Fair
DEU01642,4/11/2016,22:00,22,TOC,0,7.5,mg/l,Fair
DEU01642,4/11/2016,22:00,22,Tl-Dis,0,0.0001,mg/l,Fair
DEU01642,4/11/2016,22:00,22,Pb-Dis,0,0.0005,mg/l,Fair
DEU01642,4/11/2016,22:00,22,Ni-Tot,0,0.0049,mg/l,Fair
DEU01642,4/11/2016,22:00,40,NO3N,0,5.19,mg/l,Fair
DEU01642,4/11/2016,22:00,30,O2-Dis,0,11.2,mg/l,Fair
DEU01642,4/11/2016,22:00,30,pH,0,7.93,---,Fair
DEU01642,5/9/2016,22:00,22,Hg-Dis,0,0.01,µg/l,Fair
DEU01642,5/9/2016,22:00,22,Pb-Dis,0,0.0005,mg/l,Fair
DEU01642,5/9/2016,22:00,22,Tl-Dis,0,0.0001,mg/l,Fair
DEU01642,5/9/2016,22:00,22,Tl-Tot,0,0.0001,mg/l,Fair
DEU01642,5/9/2016,22:00,22,TOC,0,7.4,mg/l,Fair
DEU01642,5/9/2016,22:00,22,MECL,0,0.025,µg/l,Fair
DEU01642,5/9/2016,22:00,22,PECBZ,0,0.001,µg/l,Fair
DEU01642,5/9/2016,22:00,22,DCMU,0,0.01,µg/l,Fair
DEU01642,5/9/2016,22:00,22,24DP,0,0.001,µg/l,Fair
DEU01642,5/9/2016,22:00,22,MCPPACID,0,0.0031,µg/l,Fair
DEU01642,5/9/2016,22:00,22,BENTAZON,0,0.0017,µg/l,Fair
DEU01642,5/9/2016,22:00,22,PIRIMICARB,0,0.01,µg/l,Fair
DEU01642,5/9/2016,22:00,22,ANTHRACENE,0,0.0005,µg/l,Fair
DEU01642,5/9/2016,22:00,22,BROMOXYNIL,0,0.001,µg/l,Fair
DEU01642,5/9/2016,22:00,22,4TOTPHL,0,0.015,µg/l,Fair
DEU01642,5/9/2016,22:00,22,PentaBDE,0,0.0001,µg/l,Fair
DEU01642,5/9/2016,22:00,5,SO4-Tot,0,72.6,mg/l,Fair
DEU01642,5/9/2016,22:00,5,pH,0,9.54,---,Fair
DEU01642,5/9/2016,22:00,30,TEMP,0,5,°C,Fair
DEU01642,5/9/2016,22:00,0,TN,0,6.5,mg/l,Fair
DEU01642,6/6/2016,22:00,35,NH4N,0,0.015,mg/l,Fair
DEU01642,6/6/2016,22:00,5,O2-Dis,0,7.41,mg/l,Fair
DEU01642,6/6/2016,22:00,5,TEMP,0,13.5,°C,Fair
DEU01642,6/6/2016,22:00,5,TN,0,6.7,mg/l,Fair
DEU01642,6/6/2016,22:00,5,NH4N,0,0.096,mg/l,Fair
DEU01642,6/6/2016,22:00,40,pH,0,7.71,---,Fair
DEU01642,6/6/2016,22:00,22,4NNPHLBRA,0,0.3,µg/l,Fair
DEU01642,6/6/2016,22:00,22,FLUFENACET,0,0.005,µg/l,Fair
DEU01642,6/6/2016,22:00,22,BAP,0,0.0001,µg/l,Fair
DEU01642,6/6/2016,22:00,22,FLAH,0,0.0003,µg/l,Fair
DEU01642,6/6/2016,22:00,22,TERBUTRYN,0,0.01,µg/l,Fair
DEU01642,6/6/2016,22:00,22,ATRAZINE,0,0.01,µg/l,Fair
DEU01642,6/6/2016,22:00,22,DCMU,0,0.01,µg/l,Fair
DEU01642,6/6/2016,22:00,22,ALACHLOR,0,0.0003,µg/l,Fair
DEU01642,6/6/2016,22:00,22,PECBZ,0,0.001,µg/l,Fair
DEU01642,6/6/2016,22:00,22,CBZH,0,0.15,µg/l,Fair
DEU01642,6/6/2016,22:00,22,BENZENE,0,0.3,µg/l,Fair
DEU01642,6/6/2016,22:00,22,TOC,0,7,mg/l,Fair
DEU01642,6/6/2016,22:00,22,Tl-Tot,0,0.0001,mg/l,Fair
DEU01642,6/6/2016,22:00,22,Ag-Tot,0,0.005,µg/l,Fair
DEU01642,6/6/2016,22:00,22,Se-Tot,0,0.0005,mg/l,Fair
DEU01642,7/11/2016,22:00,30,pH,0,7.65,---,Fair
DEU01642,7/11/2016,22:00,30,TEMP,0,7,°C,Fair
DEU01642,7/11/2016,22:00,5,TEMP,0,17.4,°C,Fair
DEU01642,7/11/2016,22:00,5,TN,0,6.3,mg/l,Fair
DEU01642,7/11/2016,22:00,22,TN,0,6.3,mg/l,Fair
DEU01642,7/11/2016,22:00,22,Ni-Dis,0,0.0045,mg/l,Fair
DEU01642,7/11/2016,22:00,22,Fe-Dis,0,0.015,mg/l,Fair
DEU01642,7/11/2016,22:00,22,Cd-Dis,0,0.083,µg/l,Fair
DEU01642,7/11/2016,22:00,22,Ag-Tot,0,0.005,µg/l,Fair
DEU01642,7/11/2016,22:00,22,Pb-Dis,0,0.0005,mg/l,Fair
DEU01642,7/11/2016,22:00,22,Tl-Dis,0,0.0001,mg/l,Fair
DEU01642,7/11/2016,22:00,22,NO2N,0,0.011,mg/l,Fair
DEU01642,7/11/2016,22:00,22,Cl-Tot,0,70.4,mg/l,Fair
DEU01642,7/11/2016,22:00,22,CCl4,0,0.005,µg/l,Fair
DEU01642,7/11/2016,22:00,22,ALACHLOR,0,0.0003,µg/l,Fair
DEU01642,7/11/2016,22:00,22,PARATHION,0,0.05,µg/l,Fair
DEU01642,7/11/2016,22:00,22,ENDOSULFAN,0,0.0009,µg/l,Fair
DEU01642,7/11/2016,22:00,22,DCMU,0,0.01,µg/l,Fair
DEU01642,7/11/2016,22:00,22,ISOPROTURON,0,0.01,µg/l,Fair
DEU01642,7/11/2016,22:00,22,24D,0,0.0015,µg/l,Fair
DEU01642,7/11/2016,22:00,22,24DP,0,0.001,µg/l,Fair
DEU01642,7/11/2016,22:00,22,PIRIMICARB,0,0.01,µg/l,Fair
DEU01642,7/11/2016,22:00,22,FLAH,0,0.0004,µg/l,Fair
DEU01642,7/11/2016,22:00,22,BZKFLA,0,0.0003,µg/l,Fair
DEU01642,7/11/2016,22:00,22,BROMOXYNIL,0,0.001,µg/l,Fair
DEU01642,8/8/2016,22:00,30,pH,0,7.44,---,Fair
DEU01642,8/8/2016,22:00,30,TEMP,0,8.9,°C,Fair
DEU01642,8/8/2016,22:00,40,pH,0,7.49,---,Fair
DEU01642,8/8/2016,22:00,22,Tl-Dis,0,0.0001,mg/l,Fair
DEU01642,8/8/2016,22:00,22,Cd-Tot,0,0.082,µg/l,Fair
DEU01642,8/8/2016,22:00,22,Ni-Dis,0,0.00486,mg/l,Fair
DEU01642,8/8/2016,22:00,22,TN,0,6,mg/l,Fair
DEU01642,8/8/2016,22:00,22,NO3N,0,5.57,mg/l,Fair
DEU01642,8/8/2016,22:00,22,SO4-Tot,0,70.8,mg/l,Fair
DEU01642,8/8/2016,22:00,22,TOC,0,6.4,mg/l,Fair
DEU01642,8/8/2016,22:00,22,PECBZ,0,0.001,µg/l,Fair
DEU01642,8/8/2016,22:00,22,ALACHLOR,0,0.0003,µg/l,Fair
DEU01642,8/8/2016,22:00,22,METAPHOS,0,0.1,µg/l,Fair
DEU01642,8/8/2016,22:00,22,PARATHION,0,0.05,µg/l,Fair
DEU01642,8/8/2016,22:00,22,44DDT,0,0.0003,µg/l,Fair
DEU01642,8/8/2016,22:00,22,METRIBUZIN,0,0.05,µg/l,Fair
DEU01642,8/8/2016,22:00,22,BAP,0,0.0001,µg/l,Fair
DEU01642,8/8/2016,22:00,22,FLUFENACET,0,0.005,µg/l,Fair
DEU01642,8/8/2016,22:00,22,DICHLORVOS,0,0.0003,µg/l,Fair
DEU01642,8/8/2016,22:00,22,GUTHION,0,0.002,µg/l,Fair
DEU01642,8/8/2016,22:00,22,DIMETHOATE,0,0.002,µg/l,Fair
DEU01642,9/5/2016,22:00,22,Ni-Tot,0,0.00485,mg/l,Fair
DEU01642,9/5/2016,22:00,22,Tl-Tot,0,0.0001,mg/l,Fair
DEU01642,9/5/2016,22:00,22,CCl4,0,0.005,µg/l,Fair
DEU01642,9/5/2016,22:00,22,CBZH,0,0.15,µg/l,Fair
DEU01642,9/5/2016,22:00,22,PARATHION,0,0.05,µg/l,Fair
DEU01642,9/5/2016,22:00,22,LINURON,0,0.01,µg/l,Fair
DEU01642,9/5/2016,22:00,22,PROMETRYN,0,0.01,µg/l,Fair
DEU01642,9/5/2016,22:00,22,ISOPROTURON,0,0.01,µg/l,Fair
DEU01642,9/5/2016,22:00,22,AMETRYN,0,0.01,µg/l,Fair
DEU01642,9/5/2016,22:00,22,FLAH,0,0.00072,µg/l,Fair
DEU01642,9/5/2016,22:00,22,BZGHIPYL,0,0.0005,µg/l,Fair
DEU01642,9/5/2016,22:00,22,BROMOXYNIL,0,0.001,µg/l,Fair
DEU01642,9/5/2016,22:00,22,AZINPHOS-ETHYL,0,0.02,µg/l,Fair
DEU01642,9/5/2016,22:00,22,NICOSULFURON,0,0.005,µg/l,Fair
DEU01642,9/5/2016,22:00,40,NO3N,0,5.76,mg/l,Fair
DEU01642,9/5/2016,22:00,5,NO3N,0,4.97,mg/l,Fair
DEU01642,9/5/2016,22:00,5,TN,0,5.5,mg/l,Fair
DEU01642,9/5/2016,22:00,35,NH4N,0,0.015,mg/l,Fair
DEU01642,10/4/2016,22:00,22,4TOTPHL,0,0.015,µg/l,Fair
DEU01642,10/4/2016,22:00,22,NICOSULFURON,0,0.005,µg/l,Fair
DEU01642,10/4/2016,22:00,22,GUTHION,0,0.002,µg/l,Fair
DEU01642,10/4/2016,22:00,22,CHLORFENVINPHOS,0,0.02,µg/l,Fair
DEU01642,10/4/2016,22:00,22,METRIBUZIN,0,0.05,µg/l,Fair
DEU01642,10/4/2016,22:00,22,MCPA,0,0.001,µg/l,Fair
DEU01642,10/4/2016,22:00,22,TERBUTHYLAZINE,0,0.016,µg/l,Fair
DEU01642,10/4/2016,22:00,22,HCB,0,4.00E-05,µg/l,Fair
DEU01642,10/4/2016,22:00,22,TCMA,0,0.005,µg/l,Fair
DEU01642,10/4/2016,22:00,22,Fe-Tot,0,0.015,mg/l,Fair
DEU01642,10/4/2016,22:00,22,Fe-Dis,0,0.015,mg/l,Fair
DEU01642,10/4/2016,22:00,5,SO4-Tot,0,66.8,mg/l,Fair
DEU01642,10/4/2016,22:00,5,Cl-Tot,0,66.6,mg/l,Fair
DEU01642,10/4/2016,22:00,30,TEMP,0,11,°C,Fair
DEU01642,11/7/2016,23:00,0,Cl-Tot,0,76.2,mg/l,Fair
DEU01642,11/7/2016,23:00,0,pH,0,7.3,---,Fair
DEU01642,1/8/2017,23:00,0,pH,0,7.43,---,Fair
DEU01642,2/5/2017,23:00,0,Cl-Tot,0,65.6,mg/l,Fair
DEU01642,2/5/2017,23:00,0,SO4-Tot,0,67.8,mg/l,Fair
DEU01642,2/5/2017,23:00,0,O2-Dis,0,8.96,mg/l,Fair
DEU01642,2/5/2017,23:00,0,TEMP,0,5.4,°C,Fair
DEU01642,3/13/2017,23:00,0,O2-Dis,0,11.9,mg/l,Fair
DEU01642,3/13/2017,23:00,0,TRP,0,0.045,mg/l,Fair
DEU01642,3/13/2017,23:00,0,NH4N,0,0.01,mg/l,Fair
DEU01642,4/18/2017,22:00,35,NH4N,0,0.01,mg/l,Fair
DEU01642,4/18/2017,22:00,40,O2-Dis,0,9.07,mg/l,Fair
DEU01642,4/18/2017,22:00,24,4TOTPHL,0,0.015,µg/l,Fair
DEU01642,4/18/2017,22:00,24,DIMETHOATE,0,0.001,µg/l,Fair
DEU01642,4/18/2017,22:00,24,AZINPHOS-ETHYL,0,0.01,µg/l,Fair
DEU01642,4/18/2017,22:00,24,FLUFENACET,0,0.005,µg/l,Fair
DEU01642,4/18/2017,22:00,24,BENTAZON,0,0.0066,µg/l,Fair
DEU01642,4/18/2017,22:00,24,METRIBUZIN,0,0.05,µg/l,Fair
DEU01642,4/18/2017,22:00,24,HEXAZINONE,0,0.01,µg/l,Fair
DEU01642,4/18/2017,22:00,24,MCPPACID,0,0.0031,µg/l,Fair
DEU01642,4/18/2017,22:00,24,PROMETRYN,0,0.01,µg/l,Fair
DEU01642,4/18/2017,22:00,24,SIMAZINE,0,0.01,µg/l,Fair
DEU01642,4/18/2017,22:00,24,DCMU,0,0.01,µg/l,Fair
